,pname:npfkcn_inst:0_ptype:cn_pstyle:d,pname:stosycn_inst:0_ptype:cn_pstyle:d
0,1.5,0.001
1,1.5,0.026615384615384617
2,1.5,0.05223076923076923
3,1.5,0.07784615384615384
4,1.5,0.10346153846153847
5,1.5,0.1290769230769231
6,1.5,0.15469230769230768
7,1.5,0.1803076923076923
8,1.5,0.20592307692307693
9,1.5,0.23153846153846155
10,1.5,0.2571538461538462
11,1.5,0.2827692307692308
12,1.5,0.30838461538461537
13,1.5,0.334
14,1.5,0.3596153846153846
15,1.5,0.38523076923076927
16,1.5,0.41084615384615386
17,1.5,0.43646153846153846
18,1.5,0.4620769230769231
19,1.5,0.4876923076923077
20,1.5,0.5133076923076924
21,1.5,0.538923076923077
22,1.5,0.5645384615384615
23,1.5,0.5901538461538461
24,1.5,0.6157692307692307
25,1.5,0.6413846153846154
26,1.5,0.667
27,1.5,0.6926153846153846
28,1.5,0.7182307692307692
29,1.5,0.7438461538461538
30,1.5,0.7694615384615385
31,1.5,0.7950769230769231
32,1.5,0.8206923076923077
33,1.5,0.8463076923076923
34,1.5,0.8719230769230769
35,1.5,0.8975384615384616
36,1.5,0.9231538461538462
37,1.5,0.9487692307692308
38,1.5,0.9743846153846154
39,1.5,1.0
40,1.8461538461538463,0.001
41,1.8461538461538463,0.026615384615384617
42,1.8461538461538463,0.05223076923076923
43,1.8461538461538463,0.07784615384615384
44,1.8461538461538463,0.10346153846153847
45,1.8461538461538463,0.1290769230769231
46,1.8461538461538463,0.15469230769230768
47,1.8461538461538463,0.1803076923076923
48,1.8461538461538463,0.20592307692307693
49,1.8461538461538463,0.23153846153846155
50,1.8461538461538463,0.2571538461538462
51,1.8461538461538463,0.2827692307692308
52,1.8461538461538463,0.30838461538461537
53,1.8461538461538463,0.334
54,1.8461538461538463,0.3596153846153846
55,1.8461538461538463,0.38523076923076927
56,1.8461538461538463,0.41084615384615386
57,1.8461538461538463,0.43646153846153846
58,1.8461538461538463,0.4620769230769231
59,1.8461538461538463,0.4876923076923077
60,1.8461538461538463,0.5133076923076924
61,1.8461538461538463,0.538923076923077
62,1.8461538461538463,0.5645384615384615
63,1.8461538461538463,0.5901538461538461
64,1.8461538461538463,0.6157692307692307
65,1.8461538461538463,0.6413846153846154
66,1.8461538461538463,0.667
67,1.8461538461538463,0.6926153846153846
68,1.8461538461538463,0.7182307692307692
69,1.8461538461538463,0.7438461538461538
70,1.8461538461538463,0.7694615384615385
71,1.8461538461538463,0.7950769230769231
72,1.8461538461538463,0.8206923076923077
73,1.8461538461538463,0.8463076923076923
74,1.8461538461538463,0.8719230769230769
75,1.8461538461538463,0.8975384615384616
76,1.8461538461538463,0.9231538461538462
77,1.8461538461538463,0.9487692307692308
78,1.8461538461538463,0.9743846153846154
79,1.8461538461538463,1.0
80,2.1923076923076925,0.001
81,2.1923076923076925,0.026615384615384617
82,2.1923076923076925,0.05223076923076923
83,2.1923076923076925,0.07784615384615384
84,2.1923076923076925,0.10346153846153847
85,2.1923076923076925,0.1290769230769231
86,2.1923076923076925,0.15469230769230768
87,2.1923076923076925,0.1803076923076923
88,2.1923076923076925,0.20592307692307693
89,2.1923076923076925,0.23153846153846155
90,2.1923076923076925,0.2571538461538462
91,2.1923076923076925,0.2827692307692308
92,2.1923076923076925,0.30838461538461537
93,2.1923076923076925,0.334
94,2.1923076923076925,0.3596153846153846
95,2.1923076923076925,0.38523076923076927
96,2.1923076923076925,0.41084615384615386
97,2.1923076923076925,0.43646153846153846
98,2.1923076923076925,0.4620769230769231
99,2.1923076923076925,0.4876923076923077
100,2.1923076923076925,0.5133076923076924
101,2.1923076923076925,0.538923076923077
102,2.1923076923076925,0.5645384615384615
103,2.1923076923076925,0.5901538461538461
104,2.1923076923076925,0.6157692307692307
105,2.1923076923076925,0.6413846153846154
106,2.1923076923076925,0.667
107,2.1923076923076925,0.6926153846153846
108,2.1923076923076925,0.7182307692307692
109,2.1923076923076925,0.7438461538461538
110,2.1923076923076925,0.7694615384615385
111,2.1923076923076925,0.7950769230769231
112,2.1923076923076925,0.8206923076923077
113,2.1923076923076925,0.8463076923076923
114,2.1923076923076925,0.8719230769230769
115,2.1923076923076925,0.8975384615384616
116,2.1923076923076925,0.9231538461538462
117,2.1923076923076925,0.9487692307692308
118,2.1923076923076925,0.9743846153846154
119,2.1923076923076925,1.0
120,2.5384615384615383,0.001
121,2.5384615384615383,0.026615384615384617
122,2.5384615384615383,0.05223076923076923
123,2.5384615384615383,0.07784615384615384
124,2.5384615384615383,0.10346153846153847
125,2.5384615384615383,0.1290769230769231
126,2.5384615384615383,0.15469230769230768
127,2.5384615384615383,0.1803076923076923
128,2.5384615384615383,0.20592307692307693
129,2.5384615384615383,0.23153846153846155
130,2.5384615384615383,0.2571538461538462
131,2.5384615384615383,0.2827692307692308
132,2.5384615384615383,0.30838461538461537
133,2.5384615384615383,0.334
134,2.5384615384615383,0.3596153846153846
135,2.5384615384615383,0.38523076923076927
136,2.5384615384615383,0.41084615384615386
137,2.5384615384615383,0.43646153846153846
138,2.5384615384615383,0.4620769230769231
139,2.5384615384615383,0.4876923076923077
140,2.5384615384615383,0.5133076923076924
141,2.5384615384615383,0.538923076923077
142,2.5384615384615383,0.5645384615384615
143,2.5384615384615383,0.5901538461538461
144,2.5384615384615383,0.6157692307692307
145,2.5384615384615383,0.6413846153846154
146,2.5384615384615383,0.667
147,2.5384615384615383,0.6926153846153846
148,2.5384615384615383,0.7182307692307692
149,2.5384615384615383,0.7438461538461538
150,2.5384615384615383,0.7694615384615385
151,2.5384615384615383,0.7950769230769231
152,2.5384615384615383,0.8206923076923077
153,2.5384615384615383,0.8463076923076923
154,2.5384615384615383,0.8719230769230769
155,2.5384615384615383,0.8975384615384616
156,2.5384615384615383,0.9231538461538462
157,2.5384615384615383,0.9487692307692308
158,2.5384615384615383,0.9743846153846154
159,2.5384615384615383,1.0
160,2.8846153846153846,0.001
161,2.8846153846153846,0.026615384615384617
162,2.8846153846153846,0.05223076923076923
163,2.8846153846153846,0.07784615384615384
164,2.8846153846153846,0.10346153846153847
165,2.8846153846153846,0.1290769230769231
166,2.8846153846153846,0.15469230769230768
167,2.8846153846153846,0.1803076923076923
168,2.8846153846153846,0.20592307692307693
169,2.8846153846153846,0.23153846153846155
170,2.8846153846153846,0.2571538461538462
171,2.8846153846153846,0.2827692307692308
172,2.8846153846153846,0.30838461538461537
173,2.8846153846153846,0.334
174,2.8846153846153846,0.3596153846153846
175,2.8846153846153846,0.38523076923076927
176,2.8846153846153846,0.41084615384615386
177,2.8846153846153846,0.43646153846153846
178,2.8846153846153846,0.4620769230769231
179,2.8846153846153846,0.4876923076923077
180,2.8846153846153846,0.5133076923076924
181,2.8846153846153846,0.538923076923077
182,2.8846153846153846,0.5645384615384615
183,2.8846153846153846,0.5901538461538461
184,2.8846153846153846,0.6157692307692307
185,2.8846153846153846,0.6413846153846154
186,2.8846153846153846,0.667
187,2.8846153846153846,0.6926153846153846
188,2.8846153846153846,0.7182307692307692
189,2.8846153846153846,0.7438461538461538
190,2.8846153846153846,0.7694615384615385
191,2.8846153846153846,0.7950769230769231
192,2.8846153846153846,0.8206923076923077
193,2.8846153846153846,0.8463076923076923
194,2.8846153846153846,0.8719230769230769
195,2.8846153846153846,0.8975384615384616
196,2.8846153846153846,0.9231538461538462
197,2.8846153846153846,0.9487692307692308
198,2.8846153846153846,0.9743846153846154
199,2.8846153846153846,1.0
200,3.230769230769231,0.001
201,3.230769230769231,0.026615384615384617
202,3.230769230769231,0.05223076923076923
203,3.230769230769231,0.07784615384615384
204,3.230769230769231,0.10346153846153847
205,3.230769230769231,0.1290769230769231
206,3.230769230769231,0.15469230769230768
207,3.230769230769231,0.1803076923076923
208,3.230769230769231,0.20592307692307693
209,3.230769230769231,0.23153846153846155
210,3.230769230769231,0.2571538461538462
211,3.230769230769231,0.2827692307692308
212,3.230769230769231,0.30838461538461537
213,3.230769230769231,0.334
214,3.230769230769231,0.3596153846153846
215,3.230769230769231,0.38523076923076927
216,3.230769230769231,0.41084615384615386
217,3.230769230769231,0.43646153846153846
218,3.230769230769231,0.4620769230769231
219,3.230769230769231,0.4876923076923077
